Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
248191,AAA Batteries (4-pack),1,2.99,09/22/19 11:25,"446 2nd St, San Francisco, CA 94016"
248213,27in 4K Gaming Monitor,1,389.99,09/22/19 19:52,"852 Dogwood St, Los Angeles, CA 90001"
248222,Lightning Charging Cable,1,14.95,09/22/19 22:10,"139 Ridge St, San Francisco, CA 94016"
248241,AA Batteries (4-pack),2,3.84,09/22/19 16:12,"210 Maple St, Seattle, WA 98101"
248251,Vareebadd Phone,1,400.0,09/22/19 05:16,"652 West St, Dallas, TX 75001"
248276,iPhone,1,700.0,09/22/19 17:13,"620 North St, New York City, NY 10001"
248284,27in 4K Gaming Monitor,1,389.99,09/22/19 04:36,"801 12th St, Los Angeles, CA 90001"
248299,Lightning Charging Cable,1,14.95,09/22/19 20:16,"72 7th St, Portland, OR 97035"
248376,20in Monitor,1,109.99,09/22/19 15:14,"982 Adams St, San Francisco, CA 94016"
248400,Apple Airpods Headphones,1,150.0,09/22/19 00:35,"335 Sunset St, Austin, TX 73301"
248407,iPhone,1,700.0,09/22/19 15:10,"18 Park St, Seattle, WA 98101"
248407,Lightning Charging Cable,1,14.95,09/22/19 15:10,"18 Park St, Seattle, WA 98101"
248407,Apple Airpods Headphones,1,150.0,09/22/19 15:10,"18 Park St, Seattle, WA 98101"
248480,Bose SoundSport Headphones,1,99.99,09/22/19 20:59,"240 Highland St, San Francisco, CA 94016"
248538,USB-C Charging Cable,1,11.95,09/22/19 19:06,"970 Lakeview St, Los Angeles, CA 90001"
248557,Bose SoundSport Headphones,1,99.99,09/22/19 18:10,"947 5th St, Los Angeles, CA 90001"
248639,Apple Airpods Headphones,1,150.0,09/22/19 10:25,"673 2nd St, New York City, NY 10001"
248650,Wired Headphones,2,11.99,09/22/19 19:45,"564 Dogwood St, Los Angeles, CA 90001"
248663,27in FHD Monitor,1,149.99,09/22/19 17:27,"114 Lake St, San Francisco, CA 94016"
248701,AAA Batteries (4-pack),3,2.99,09/22/19 15:59,"152 River St, Portland, OR 97035"
248705,Wired Headphones,1,11.99,09/22/19 17:27,"225 Meadow St, Seattle, WA 98101"
248719,Google Phone,1,600.0,09/22/19 19:07,"848 Forest St, Los Angeles, CA 90001"
