Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
194115,AAA Batteries (4-pack),1,2.99,05/30/19 20:29,"159 Lincoln St, Los Angeles, CA 90001"
194157,AA Batteries (4-pack),1,3.84,05/30/19 00:21,"622 West St, Dallas, TX 75001"
194170,Google Phone,1,600.0,05/30/19 12:30,"711 Maple St, San Francisco, CA 94016"
194170,USB-C Charging Cable,2,11.95,05/30/19 12:30,"711 Maple St, San Francisco, CA 94016"
194173,USB-C Charging Cable,1,11.95,05/30/19 14:09,"960 Lakeview St, Portland, OR 97035"
194230,USB-C Charging Cable,1,11.95,05/30/19 20:03,"605 Hickory St, San Francisco, CA 94016"
194249,AAA Batteries (4-pack),1,2.99,05/30/19 23:53,"400 Washington St, San Francisco, CA 94016"
194270,27in FHD Monitor,1,149.99,05/30/19 19:20,"902 Cherry St, New York City, NY 10001"
194285,Apple Airpods Headphones,1,150.0,05/30/19 22:18,"838 Elm St, San Francisco, CA 94016"
194313,Wired Headphones,1,11.99,05/30/19 18:24,"39 5th St, Seattle, WA 98101"
194336,Wired Headphones,1,11.99,05/30/19 05:04,"361 11th St, Los Angeles, CA 90001"
194337,34in Ultrawide Monitor,1,379.99,05/30/19 12:45,"176 7th St, Atlanta, GA 30301"
194358,ThinkPad Laptop,1,999.99,05/30/19 12:02,"135 Jackson St, Seattle, WA 98101"
194389,AA Batteries (4-pack),2,3.84,05/30/19 10:13,"7 9th St, Seattle, WA 98101"
194424,Apple Airpods Headphones,1,150.0,05/30/19 08:17,"228 Pine St, Portland, OR 97035"
194434,Apple Airpods Headphones,1,150.0,05/30/19 19:10,"309 8th St, New York City, NY 10001"
194495,LG Washing Machine,1,600.0,05/30/19 21:43,"911 South St, San Francisco, CA 94016"
194524,Lightning Charging Cable,1,14.95,05/30/19 12:02,"258 8th St, Boston, MA 02215"
194593,AAA Batteries (4-pack),1,2.99,05/30/19 12:37,"72 Lincoln St, San Francisco, CA 94016"
194596,AAA Batteries (4-pack),1,2.99,05/30/19 20:54,"413 Jackson St, San Francisco, CA 94016"
194612,Bose SoundSport Headphones,1,99.99,05/30/19 11:35,"180 Willow St, Los Angeles, CA 90001"
194617,Flatscreen TV,1,300.0,05/30/19 16:39,"783 Jefferson St, Portland, ME 04101"
194619,Wired Headphones,1,11.99,05/30/19 18:36,"312 13th St, San Francisco, CA 94016"
194713,Wired Headphones,1,11.99,05/30/19 17:35,"987 Washington St, Dallas, TX 75001"
194751,20in Monitor,1,109.99,05/30/19 14:44,"494 Center St, San Francisco, CA 94016"
194774,Vareebadd Phone,1,400.0,05/30/19 17:37,"961 Ridge St, New York City, NY 10001"
194774,27in FHD Monitor,2,149.99,05/30/19 17:37,"961 Ridge St, New York City, NY 10001"
194775,27in 4K Gaming Monitor,1,389.99,05/30/19 19:48,"468 Dogwood St, New York City, NY 10001"
194794,AA Batteries (4-pack),4,3.84,05/30/19 19:17,"185 Lincoln St, Los Angeles, CA 90001"
194799,20in Monitor,1,109.99,05/30/19 08:05,"863 Center St, San Francisco, CA 94016"
194829,USB-C Charging Cable,1,11.95,05/30/19 08:56,"749 Spruce St, San Francisco, CA 94016"
194844,USB-C Charging Cable,1,11.95,05/30/19 16:12,"335 Main St, Dallas, TX 75001"
194907,Google Phone,1,600.0,05/30/19 00:22,"341 Ridge St, Atlanta, GA 30301"
194916,34in Ultrawide Monitor,1,379.99,05/30/19 17:41,"7 4th St, Seattle, WA 98101"
194923,Google Phone,1,600.0,05/30/19 14:43,"544 Meadow St, San Francisco, CA 94016"
194988,Lightning Charging Cable,1,14.95,05/30/19 16:29,"218 8th St, Los Angeles, CA 90001"
194998,34in Ultrawide Monitor,1,379.99,05/30/19 11:43,"272 Cherry St, Los Angeles, CA 90001"
195034,Wired Headphones,1,11.99,05/30/19 08:46,"889 9th St, Los Angeles, CA 90001"
195099,iPhone,1,700.0,05/30/19 18:51,"233 Cherry St, San Francisco, CA 94016"
195117,Lightning Charging Cable,1,14.95,05/30/19 21:16,"707 Cedar St, Los Angeles, CA 90001"
195122,27in FHD Monitor,1,149.99,05/30/19 09:39,"6 Forest St, San Francisco, CA 94016"
195157,AAA Batteries (4-pack),1,2.99,05/30/19 09:50,"272 Park St, San Francisco, CA 94016"
195200,Lightning Charging Cable,1,14.95,05/30/19 12:53,"14 Main St, Atlanta, GA 30301"
195201,Wired Headphones,1,11.99,05/30/19 16:54,"964 11th St, New York City, NY 10001"
195232,Apple Airpods Headphones,1,150.0,05/30/19 11:11,"736 Spruce St, Los Angeles, CA 90001"
195285,Google Phone,1,600.0,05/30/19 11:15,"974 12th St, Austin, TX 73301"
195297,27in FHD Monitor,1,149.99,05/30/19 17:49,"298 Church St, Dallas, TX 75001"
195299,Lightning Charging Cable,1,14.95,05/30/19 19:33,"237 North St, Dallas, TX 75001"
195299,Lightning Charging Cable,1,14.95,05/30/19 19:33,"237 North St, Dallas, TX 75001"
195300,AA Batteries (4-pack),1,3.84,05/30/19 22:20,"380 5th St, San Francisco, CA 94016"
195302,AAA Batteries (4-pack),2,2.99,05/30/19 07:05,"610 Meadow St, Dallas, TX 75001"
195365,AAA Batteries (4-pack),3,2.99,05/30/19 13:39,"569 Center St, San Francisco, CA 94016"
195442,Lightning Charging Cable,2,14.95,05/30/19 04:34,"102 Meadow St, Los Angeles, CA 90001"
195445,Google Phone,1,600.0,05/30/19 19:35,"298 Lincoln St, New York City, NY 10001"
195457,Lightning Charging Cable,1,14.95,05/30/19 10:27,"938 Park St, San Francisco, CA 94016"
195468,AAA Batteries (4-pack),1,2.99,05/30/19 19:28,"941 West St, Seattle, WA 98101"
195468,27in FHD Monitor,1,149.99,05/30/19 19:28,"941 West St, Seattle, WA 98101"
195578,Wired Headphones,1,11.99,05/30/19 20:48,"585 Madison St, Austin, TX 73301"
195665,Lightning Charging Cable,1,14.95,05/30/19 13:48,"840 Cedar St, Dallas, TX 75001"
195680,Apple Airpods Headphones,1,150.0,05/30/19 22:40,"688 Willow St, New York City, NY 10001"
195685,Google Phone,1,600.0,05/30/19 18:06,"728 Maple St, Los Angeles, CA 90001"
195694,USB-C Charging Cable,1,11.95,05/30/19 19:58,"880 Walnut St, Los Angeles, CA 90001"
195701,Google Phone,1,600.0,05/30/19 19:42,"997 Walnut St, Los Angeles, CA 90001"
195703,Bose SoundSport Headphones,1,99.99,05/30/19 13:25,"382 13th St, New York City, NY 10001"
195730,Wired Headphones,1,11.99,05/30/19 15:35,"394 Wilson St, Boston, MA 02215"
195771,iPhone,1,700.0,05/30/19 12:20,"816 Lake St, New York City, NY 10001"
195771,Wired Headphones,1,11.99,05/30/19 12:20,"816 Lake St, New York City, NY 10001"
195845,AA Batteries (4-pack),1,3.84,05/30/19 13:12,"857 Sunset St, Atlanta, GA 30301"
195959,Bose SoundSport Headphones,1,99.99,05/30/19 08:35,"126 10th St, Los Angeles, CA 90001"
195977,Macbook Pro Laptop,1,1700.0,05/30/19 16:42,"948 Church St, San Francisco, CA 94016"
195979,ThinkPad Laptop,1,999.99,05/30/19 19:04,"706 Hill St, San Francisco, CA 94016"
196047,Apple Airpods Headphones,1,150.0,05/30/19 23:47,"612 Madison St, Los Angeles, CA 90001"
196054,34in Ultrawide Monitor,1,379.99,05/30/19 18:48,"920 Meadow St, Dallas, TX 75001"
196096,Lightning Charging Cable,1,14.95,05/30/19 23:16,"255 Pine St, San Francisco, CA 94016"
196108,34in Ultrawide Monitor,1,379.99,05/30/19 21:00,"638 8th St, New York City, NY 10001"
196114,AAA Batteries (4-pack),1,2.99,05/30/19 23:36,"172 Forest St, Dallas, TX 75001"
196130,AA Batteries (4-pack),1,3.84,05/30/19 22:07,"927 Lake St, Dallas, TX 75001"
196137,Apple Airpods Headphones,1,150.0,05/30/19 15:52,"285 Madison St, Los Angeles, CA 90001"
196186,27in 4K Gaming Monitor,1,389.99,05/30/19 19:35,"607 Highland St, New York City, NY 10001"
196189,LG Washing Machine,1,600.0,05/30/19 13:48,"894 10th St, Los Angeles, CA 90001"
196269,USB-C Charging Cable,1,11.95,05/30/19 12:47,"93 Hill St, New York City, NY 10001"
196336,AAA Batteries (4-pack),1,2.99,05/30/19 19:25,"753 6th St, San Francisco, CA 94016"
196338,AA Batteries (4-pack),1,3.84,05/30/19 11:19,"732 Meadow St, Austin, TX 73301"
196377,Flatscreen TV,1,300.0,05/30/19 20:27,"50 Walnut St, New York City, NY 10001"
196382,AA Batteries (4-pack),1,3.84,05/30/19 22:05,"594 Lake St, Boston, MA 02215"
196429,AAA Batteries (4-pack),1,2.99,05/30/19 17:30,"966 11th St, New York City, NY 10001"
196429,AAA Batteries (4-pack),1,2.99,05/30/19 17:30,"966 11th St, New York City, NY 10001"
196434,Lightning Charging Cable,1,14.95,05/30/19 10:32,"967 13th St, Dallas, TX 75001"
196458,Apple Airpods Headphones,1,150.0,05/30/19 19:28,"780 Hill St, San Francisco, CA 94016"
196459,Wired Headphones,1,11.99,05/30/19 18:06,"118 North St, Boston, MA 02215"
196465,Flatscreen TV,1,300.0,05/30/19 20:20,"467 Willow St, New York City, NY 10001"
196467,ThinkPad Laptop,1,999.99,05/30/19 01:23,"520 Cherry St, New York City, NY 10001"
196491,AA Batteries (4-pack),1,3.84,05/30/19 15:32,"53 Sunset St, Seattle, WA 98101"
196551,AA Batteries (4-pack),1,3.84,05/30/19 10:32,"426 Church St, San Francisco, CA 94016"
196592,USB-C Charging Cable,1,11.95,05/30/19 22:10,"297 Adams St, New York City, NY 10001"
196646,27in FHD Monitor,1,149.99,05/30/19 18:23,"716 11th St, Portland, OR 97035"
196681,USB-C Charging Cable,1,11.95,05/30/19 20:06,"265 14th St, Seattle, WA 98101"
196706,Lightning Charging Cable,1,14.95,05/30/19 15:47,"65 Washington St, Atlanta, GA 30301"
