Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
259372,Wired Headphones,1,11.99,10/17/19 11:07,"434 Madison St, San Francisco, CA 94016"
259374,Apple Airpods Headphones,1,150.0,10/17/19 22:14,"784 6th St, Los Angeles, CA 90001"
259389,AAA Batteries (4-pack),1,2.99,10/17/19 14:14,"661 Maple St, Dallas, TX 75001"
259426,27in 4K Gaming Monitor,1,389.99,10/17/19 10:43,"595 6th St, Dallas, TX 75001"
259435,Wired Headphones,1,11.99,10/17/19 16:00,"664 9th St, Boston, MA 02215"
259563,AA Batteries (4-pack),1,3.84,10/17/19 20:23,"454 Highland St, New York City, NY 10001"
259645,Apple Airpods Headphones,1,150.0,10/17/19 14:09,"249 Lake St, San Francisco, CA 94016"
259670,AAA Batteries (4-pack),1,2.99,10/17/19 23:53,"658 Willow St, Austin, TX 73301"
259683,Apple Airpods Headphones,1,150.0,10/17/19 11:13,"104 Elm St, Los Angeles, CA 90001"
259713,34in Ultrawide Monitor,1,379.99,10/17/19 11:58,"777 2nd St, Los Angeles, CA 90001"
259740,AA Batteries (4-pack),1,3.84,10/17/19 11:54,"783 7th St, Portland, OR 97035"
259779,AAA Batteries (4-pack),2,2.99,10/17/19 20:17,"268 North St, Dallas, TX 75001"
259784,ThinkPad Laptop,1,999.99,10/17/19 21:49,"537 8th St, Seattle, WA 98101"
259822,Apple Airpods Headphones,1,150.0,10/17/19 00:26,"890 2nd St, Boston, MA 02215"
259841,AAA Batteries (4-pack),2,2.99,10/17/19 22:19,"736 Jefferson St, Boston, MA 02215"
259882,Wired Headphones,1,11.99,10/17/19 12:04,"525 Center St, New York City, NY 10001"
259911,AAA Batteries (4-pack),1,2.99,10/17/19 18:39,"695 Hill St, Seattle, WA 98101"
259958,27in FHD Monitor,1,149.99,10/17/19 19:19,"829 River St, Portland, OR 97035"
259998,AA Batteries (4-pack),2,3.84,10/17/19 18:20,"330 River St, Dallas, TX 75001"
260110,34in Ultrawide Monitor,1,379.99,10/17/19 20:32,"472 River St, San Francisco, CA 94016"
260126,Apple Airpods Headphones,1,150.0,10/17/19 18:31,"371 7th St, Los Angeles, CA 90001"
260183,Bose SoundSport Headphones,1,99.99,10/17/19 01:16,"184 West St, Atlanta, GA 30301"
260183,Lightning Charging Cable,1,14.95,10/17/19 01:16,"184 West St, Atlanta, GA 30301"
260189,Google Phone,1,600.0,10/17/19 23:22,"257 South St, San Francisco, CA 94016"
260198,AAA Batteries (4-pack),3,2.99,10/17/19 19:32,"428 9th St, San Francisco, CA 94016"
260238,Lightning Charging Cable,1,14.95,10/17/19 16:00,"887 Main St, Seattle, WA 98101"
260284,Wired Headphones,1,11.99,10/17/19 07:28,"606 8th St, Los Angeles, CA 90001"
260290,34in Ultrawide Monitor,1,379.99,10/17/19 13:12,"812 Lakeview St, New York City, NY 10001"
260305,27in 4K Gaming Monitor,1,389.99,10/17/19 14:15,"822 Pine St, San Francisco, CA 94016"
260393,Apple Airpods Headphones,1,150.0,10/17/19 14:43,"159 Washington St, San Francisco, CA 94016"
260409,Macbook Pro Laptop,1,1700.0,10/17/19 19:33,"499 5th St, San Francisco, CA 94016"
260441,USB-C Charging Cable,3,11.95,10/17/19 20:35,"559 Spruce St, Los Angeles, CA 90001"
260451,Vareebadd Phone,1,400.0,10/17/19 09:25,"441 Madison St, San Francisco, CA 94016"
260451,USB-C Charging Cable,1,11.95,10/17/19 09:25,"441 Madison St, San Francisco, CA 94016"
260463,Wired Headphones,1,11.99,10/17/19 10:29,"737 Meadow St, Atlanta, GA 30301"
260488,20in Monitor,1,109.99,10/17/19 09:42,"562 South St, San Francisco, CA 94016"
260515,iPhone,1,700.0,10/17/19 22:41,"340 12th St, New York City, NY 10001"
260554,Wired Headphones,2,11.99,10/17/19 21:02,"551 Chestnut St, San Francisco, CA 94016"
260585,Lightning Charging Cable,1,14.95,10/17/19 23:22,"623 Johnson St, Boston, MA 02215"
260667,AA Batteries (4-pack),1,3.84,10/17/19 17:00,"448 South St, Portland, OR 97035"
260675,Lightning Charging Cable,1,14.95,10/17/19 09:45,"475 Sunset St, Los Angeles, CA 90001"
260704,27in FHD Monitor,1,149.99,10/17/19 05:23,"304 River St, San Francisco, CA 94016"
260727,Lightning Charging Cable,1,14.95,10/17/19 07:53,"920 Chestnut St, Atlanta, GA 30301"
260728,ThinkPad Laptop,1,999.99,10/17/19 21:08,"683 Meadow St, San Francisco, CA 94016"
260730,USB-C Charging Cable,1,11.95,10/17/19 17:23,"217 Adams St, Dallas, TX 75001"
260760,USB-C Charging Cable,1,11.95,10/17/19 21:39,"692 South St, Dallas, TX 75001"
260767,AA Batteries (4-pack),2,3.84,10/17/19 16:33,"651 Maple St, New York City, NY 10001"
260782,27in 4K Gaming Monitor,1,389.99,10/17/19 18:10,"429 Lincoln St, Seattle, WA 98101"
260790,iPhone,1,700.0,10/17/19 22:34,"57 2nd St, New York City, NY 10001"
260894,iPhone,1,700.0,10/17/19 05:30,"930 Elm St, Los Angeles, CA 90001"
260943,USB-C Charging Cable,1,11.95,10/17/19 19:30,"892 Main St, Portland, OR 97035"
260966,20in Monitor,1,109.99,10/17/19 17:06,"606 Jackson St, Austin, TX 73301"
261016,34in Ultrawide Monitor,1,379.99,10/17/19 21:01,"442 Elm St, Los Angeles, CA 90001"
261028,27in FHD Monitor,1,149.99,10/17/19 15:46,"971 14th St, Atlanta, GA 30301"
261122,ThinkPad Laptop,1,999.99,10/17/19 11:02,"975 Meadow St, Los Angeles, CA 90001"
261137,AAA Batteries (4-pack),1,2.99,10/17/19 12:58,"854 Highland St, San Francisco, CA 94016"
261176,AAA Batteries (4-pack),1,2.99,10/17/19 19:16,"684 Meadow St, New York City, NY 10001"
261190,Google Phone,1,600.0,10/17/19 20:43,"391 Pine St, Seattle, WA 98101"
261190,USB-C Charging Cable,1,11.95,10/17/19 20:43,"391 Pine St, Seattle, WA 98101"
261222,USB-C Charging Cable,1,11.95,10/17/19 19:20,"2 Park St, San Francisco, CA 94016"
261228,USB-C Charging Cable,1,11.95,10/17/19 09:11,"800 South St, San Francisco, CA 94016"
261239,Flatscreen TV,1,300.0,10/17/19 13:21,"320 Center St, Los Angeles, CA 90001"
261241,AAA Batteries (4-pack),1,2.99,10/17/19 15:52,"909 9th St, New York City, NY 10001"
261305,Lightning Charging Cable,1,14.95,10/17/19 12:14,"46 Forest St, Los Angeles, CA 90001"
261307,Lightning Charging Cable,1,14.95,10/17/19 22:50,"730 10th St, New York City, NY 10001"
261350,AAA Batteries (4-pack),1,2.99,10/17/19 01:18,"272 Jackson St, Atlanta, GA 30301"
261425,USB-C Charging Cable,2,11.95,10/17/19 12:44,"736 Dogwood St, San Francisco, CA 94016"
261492,AA Batteries (4-pack),1,3.84,10/17/19 09:35,"590 Walnut St, San Francisco, CA 94016"
261494,Bose SoundSport Headphones,1,99.99,10/17/19 14:08,"946 Cedar St, Austin, TX 73301"
261523,AA Batteries (4-pack),1,3.84,10/17/19 12:55,"997 5th St, Austin, TX 73301"
261601,27in FHD Monitor,1,149.99,10/17/19 20:58,"218 Meadow St, Boston, MA 02215"
261602,Wired Headphones,1,11.99,10/17/19 23:51,"750 Highland St, Seattle, WA 98101"
261625,USB-C Charging Cable,1,11.95,10/17/19 16:20,"890 Meadow St, New York City, NY 10001"
261632,AAA Batteries (4-pack),2,2.99,10/17/19 09:12,"353 Maple St, Atlanta, GA 30301"
261658,AA Batteries (4-pack),1,3.84,10/17/19 12:05,"737 Washington St, Boston, MA 02215"
261665,27in FHD Monitor,1,149.99,10/17/19 20:21,"880 Main St, Dallas, TX 75001"
261687,Macbook Pro Laptop,1,1700.0,10/17/19 09:04,"555 Highland St, Portland, OR 97035"
261778,27in FHD Monitor,1,149.99,10/17/19 23:26,"604 Cherry St, Austin, TX 73301"
261778,ThinkPad Laptop,1,999.99,10/17/19 23:26,"604 Cherry St, Austin, TX 73301"
261819,Flatscreen TV,1,300.0,10/17/19 08:40,"236 Center St, San Francisco, CA 94016"
261896,AA Batteries (4-pack),1,3.84,10/17/19 15:22,"936 Maple St, Los Angeles, CA 90001"
261924,USB-C Charging Cable,1,11.95,10/17/19 20:17,"663 11th St, Los Angeles, CA 90001"
261956,Wired Headphones,1,11.99,10/17/19 15:59,"261 7th St, Atlanta, GA 30301"
261962,27in 4K Gaming Monitor,1,389.99,10/17/19 12:02,"727 River St, Boston, MA 02215"
261990,27in FHD Monitor,1,149.99,10/17/19 20:56,"464 Maple St, Portland, OR 97035"
261996,Wired Headphones,1,11.99,10/17/19 13:06,"607 Highland St, New York City, NY 10001"
