Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
259381,ThinkPad Laptop,1,999.99,10/25/19 08:44,"887 12th St, New York City, NY 10001"
259403,USB-C Charging Cable,1,11.95,10/25/19 19:42,"255 Cedar St, New York City, NY 10001"
259418,iPhone,1,700.0,10/25/19 12:06,"253 8th St, Austin, TX 73301"
259456,Lightning Charging Cable,1,14.95,10/25/19 22:06,"271 River St, Dallas, TX 75001"
259457,Apple Airpods Headphones,1,150.0,10/25/19 08:51,"860 Main St, Boston, MA 02215"
259459,Bose SoundSport Headphones,1,99.99,10/25/19 10:20,"384 Ridge St, Boston, MA 02215"
259472,27in FHD Monitor,1,149.99,10/25/19 14:46,"144 Ridge St, Atlanta, GA 30301"
259518,34in Ultrawide Monitor,1,379.99,10/25/19 14:09,"662 West St, San Francisco, CA 94016"
259560,Wired Headphones,1,11.99,10/25/19 12:29,"669 5th St, Los Angeles, CA 90001"
259611,AAA Batteries (4-pack),4,2.99,10/25/19 15:00,"554 North St, Portland, OR 97035"
259622,AA Batteries (4-pack),1,3.84,10/25/19 11:54,"33 2nd St, Portland, OR 97035"
259631,AA Batteries (4-pack),2,3.84,10/25/19 20:34,"668 Madison St, San Francisco, CA 94016"
259710,Apple Airpods Headphones,1,150.0,10/25/19 21:26,"449 Church St, Atlanta, GA 30301"
259730,AA Batteries (4-pack),2,3.84,10/25/19 13:52,"33 West St, New York City, NY 10001"
259746,AA Batteries (4-pack),1,3.84,10/25/19 18:21,"613 6th St, Los Angeles, CA 90001"
259754,USB-C Charging Cable,1,11.95,10/25/19 07:57,"78 Park St, Boston, MA 02215"
259788,USB-C Charging Cable,2,11.95,10/25/19 12:13,"849 Willow St, San Francisco, CA 94016"
259830,Lightning Charging Cable,1,14.95,10/25/19 12:40,"666 West St, Los Angeles, CA 90001"
259831,AAA Batteries (4-pack),1,2.99,10/25/19 18:30,"21 Cedar St, Seattle, WA 98101"
259874,Bose SoundSport Headphones,1,99.99,10/25/19 13:03,"946 9th St, Seattle, WA 98101"
259938,AA Batteries (4-pack),2,3.84,10/25/19 21:38,"128 12th St, Los Angeles, CA 90001"
259956,ThinkPad Laptop,1,999.99,10/25/19 20:20,"262 Cedar St, Los Angeles, CA 90001"
260029,Lightning Charging Cable,1,14.95,10/25/19 09:16,"666 11th St, San Francisco, CA 94016"
260046,USB-C Charging Cable,1,11.95,10/25/19 15:38,"649 Hill St, San Francisco, CA 94016"
260074,27in FHD Monitor,1,149.99,10/25/19 12:46,"547 Lincoln St, San Francisco, CA 94016"
260100,Flatscreen TV,1,300.0,10/25/19 21:55,"819 14th St, Atlanta, GA 30301"
260121,Lightning Charging Cable,1,14.95,10/25/19 08:34,"852 Chestnut St, San Francisco, CA 94016"
260132,AA Batteries (4-pack),1,3.84,10/25/19 16:48,"920 Cedar St, Boston, MA 02215"
260168,Wired Headphones,1,11.99,10/25/19 09:24,"731 Pine St, Dallas, TX 75001"
260193,Lightning Charging Cable,1,14.95,10/25/19 22:10,"521 Cedar St, San Francisco, CA 94016"
260227,27in FHD Monitor,1,149.99,10/25/19 14:36,"647 10th St, Dallas, TX 75001"
260276,USB-C Charging Cable,1,11.95,10/25/19 13:05,"31 North St, Los Angeles, CA 90001"
260286,AA Batteries (4-pack),1,3.84,10/25/19 18:18,"529 River St, New York City, NY 10001"
260286,AA Batteries (4-pack),1,3.84,10/25/19 18:18,"529 River St, New York City, NY 10001"
260294,AAA Batteries (4-pack),1,2.99,10/25/19 15:47,"280 5th St, Los Angeles, CA 90001"
260332,27in FHD Monitor,1,149.99,10/25/19 14:02,"718 Lincoln St, Dallas, TX 75001"
260337,AAA Batteries (4-pack),1,2.99,10/25/19 20:48,"591 Sunset St, Los Angeles, CA 90001"
260357,Wired Headphones,2,11.99,10/25/19 23:27,"278 Walnut St, San Francisco, CA 94016"
260358,Lightning Charging Cable,2,14.95,10/25/19 19:41,"610 14th St, Portland, OR 97035"
260390,AA Batteries (4-pack),1,3.84,10/25/19 20:12,"855 Church St, Los Angeles, CA 90001"
260405,AA Batteries (4-pack),1,3.84,10/25/19 09:25,"769 5th St, Atlanta, GA 30301"
260443,Wired Headphones,2,11.99,10/25/19 09:22,"8 Cherry St, New York City, NY 10001"
260479,34in Ultrawide Monitor,1,379.99,10/25/19 19:30,"737 West St, San Francisco, CA 94016"
260499,Google Phone,1,600.0,10/25/19 19:09,"521 11th St, San Francisco, CA 94016"
260540,27in 4K Gaming Monitor,1,389.99,10/25/19 18:53,"136 12th St, Portland, OR 97035"
260577,Bose SoundSport Headphones,1,99.99,10/25/19 20:18,"358 Meadow St, New York City, NY 10001"
260611,USB-C Charging Cable,2,11.95,10/25/19 07:39,"157 Walnut St, San Francisco, CA 94016"
260712,Lightning Charging Cable,1,14.95,10/25/19 06:15,"292 Ridge St, Los Angeles, CA 90001"
260789,Wired Headphones,1,11.99,10/25/19 13:11,"105 South St, San Francisco, CA 94016"
260799,AAA Batteries (4-pack),2,2.99,10/25/19 15:39,"515 Johnson St, Portland, OR 97035"
260839,Flatscreen TV,1,300.0,10/25/19 09:01,"296 Walnut St, San Francisco, CA 94016"
260856,AAA Batteries (4-pack),1,2.99,10/25/19 13:51,"753 Cedar St, Austin, TX 73301"
260858,27in 4K Gaming Monitor,1,389.99,10/25/19 14:51,"946 12th St, Los Angeles, CA 90001"
260860,Bose SoundSport Headphones,1,99.99,10/25/19 21:57,"285 12th St, Los Angeles, CA 90001"
260880,AA Batteries (4-pack),1,3.84,10/25/19 14:56,"704 Walnut St, Portland, OR 97035"
260911,Bose SoundSport Headphones,1,99.99,10/25/19 09:57,"433 Hickory St, San Francisco, CA 94016"
260945,Bose SoundSport Headphones,1,99.99,10/25/19 20:24,"534 Highland St, San Francisco, CA 94016"
260949,USB-C Charging Cable,2,11.95,10/25/19 00:53,"562 Washington St, New York City, NY 10001"
260993,USB-C Charging Cable,1,11.95,10/25/19 10:11,"266 West St, Atlanta, GA 30301"
260998,Flatscreen TV,1,300.0,10/25/19 09:25,"549 South St, Boston, MA 02215"
261022,Flatscreen TV,1,300.0,10/25/19 10:58,"314 Walnut St, San Francisco, CA 94016"
261032,AAA Batteries (4-pack),1,2.99,10/25/19 17:57,"763 Dogwood St, Dallas, TX 75001"
261051,Wired Headphones,1,11.99,10/25/19 19:36,"821 Hickory St, Dallas, TX 75001"
261091,AAA Batteries (4-pack),1,2.99,10/25/19 10:26,"158 6th St, San Francisco, CA 94016"
261110,27in 4K Gaming Monitor,1,389.99,10/25/19 14:47,"473 Lake St, Austin, TX 73301"
261131,Wired Headphones,1,11.99,10/25/19 10:06,"277 4th St, Seattle, WA 98101"
261134,iPhone,1,700.0,10/25/19 15:02,"985 Elm St, Seattle, WA 98101"
261142,Lightning Charging Cable,1,14.95,10/25/19 14:33,"39 Forest St, Los Angeles, CA 90001"
261155,34in Ultrawide Monitor,1,379.99,10/25/19 19:39,"691 Johnson St, Los Angeles, CA 90001"
261156,Macbook Pro Laptop,1,1700.0,10/25/19 10:45,"144 Cedar St, Boston, MA 02215"
261205,ThinkPad Laptop,1,999.99,10/25/19 12:09,"637 Lake St, San Francisco, CA 94016"
261251,Google Phone,1,600.0,10/25/19 15:20,"541 Washington St, San Francisco, CA 94016"
261391,Bose SoundSport Headphones,1,99.99,10/25/19 12:27,"995 10th St, Portland, OR 97035"
261437,Wired Headphones,1,11.99,10/25/19 21:20,"713 6th St, Dallas, TX 75001"
261449,Wired Headphones,1,11.99,10/25/19 08:21,"651 Main St, Los Angeles, CA 90001"
261474,Lightning Charging Cable,1,14.95,10/25/19 11:54,"41 Maple St, Los Angeles, CA 90001"
261529,Lightning Charging Cable,1,14.95,10/25/19 22:31,"595 Cherry St, Portland, OR 97035"
261535,iPhone,1,700.0,10/25/19 16:22,"885 14th St, Los Angeles, CA 90001"
261535,Wired Headphones,1,11.99,10/25/19 16:22,"885 14th St, Los Angeles, CA 90001"
261571,AA Batteries (4-pack),1,3.84,10/25/19 19:17,"930 13th St, Los Angeles, CA 90001"
261589,Flatscreen TV,1,300.0,10/25/19 09:15,"836 River St, San Francisco, CA 94016"
261619,34in Ultrawide Monitor,1,379.99,10/25/19 10:43,"979 Pine St, Los Angeles, CA 90001"
261676,Flatscreen TV,1,300.0,10/25/19 19:02,"990 Forest St, Dallas, TX 75001"
261703,Bose SoundSport Headphones,1,99.99,10/25/19 15:16,"544 Highland St, Los Angeles, CA 90001"
261712,Apple Airpods Headphones,1,150.0,10/25/19 10:18,"406 Lincoln St, Los Angeles, CA 90001"
261715,Bose SoundSport Headphones,1,99.99,10/25/19 12:05,"3 West St, San Francisco, CA 94016"
261727,Wired Headphones,1,11.99,10/25/19 12:12,"459 9th St, Austin, TX 73301"
261740,AA Batteries (4-pack),2,3.84,10/25/19 15:12,"105 11th St, New York City, NY 10001"
261743,USB-C Charging Cable,1,11.95,10/25/19 17:26,"814 Johnson St, New York City, NY 10001"
261791,Lightning Charging Cable,1,14.95,10/25/19 23:08,"452 1st St, Austin, TX 73301"
261827,Apple Airpods Headphones,1,150.0,10/25/19 21:20,"760 Highland St, San Francisco, CA 94016"
261960,ThinkPad Laptop,1,999.99,10/25/19 12:46,"32 7th St, Los Angeles, CA 90001"
261983,27in 4K Gaming Monitor,1,389.99,10/25/19 16:30,"778 Pine St, New York City, NY 10001"
262111,Flatscreen TV,1,300.0,10/25/19 21:21,"777 Spruce St, San Francisco, CA 94016"
262124,iPhone,1,700.0,10/25/19 15:25,"439 Cedar St, Los Angeles, CA 90001"
262134,34in Ultrawide Monitor,1,379.99,10/25/19 22:25,"448 Meadow St, Los Angeles, CA 90001"
262146,Wired Headphones,1,11.99,10/25/19 09:44,"406 Chestnut St, Portland, OR 97035"
262153,USB-C Charging Cable,1,11.95,10/25/19 01:03,"703 Highland St, Los Angeles, CA 90001"
262176,Bose SoundSport Headphones,1,99.99,10/25/19 13:45,"811 Willow St, Boston, MA 02215"
262259,AA Batteries (4-pack),2,3.84,10/25/19 20:21,"324 Walnut St, Dallas, TX 75001"
262280,Apple Airpods Headphones,1,150.0,10/25/19 18:00,"898 5th St, Portland, OR 97035"
262326,AA Batteries (4-pack),1,3.84,10/25/19 23:05,"724 12th St, Los Angeles, CA 90001"
262353,AAA Batteries (4-pack),2,2.99,10/25/19 11:03,"398 Walnut St, San Francisco, CA 94016"
262358,AAA Batteries (4-pack),1,2.99,10/25/19 15:09,"59 Main St, Boston, MA 02215"
262407,AAA Batteries (4-pack),3,2.99,10/25/19 13:53,"638 12th St, Los Angeles, CA 90001"
262515,34in Ultrawide Monitor,1,379.99,10/25/19 07:30,"373 Cedar St, Seattle, WA 98101"
262600,Wired Headphones,1,11.99,10/25/19 21:39,"810 Lake St, Dallas, TX 75001"
262616,USB-C Charging Cable,1,11.95,10/25/19 08:58,"247 Church St, San Francisco, CA 94016"
262621,USB-C Charging Cable,1,11.95,10/25/19 21:20,"205 River St, Portland, OR 97035"
262645,Lightning Charging Cable,1,14.95,10/25/19 19:51,"59 Dogwood St, New York City, NY 10001"
262677,Bose SoundSport Headphones,1,99.99,10/25/19 14:44,"760 6th St, Austin, TX 73301"
262682,Lightning Charging Cable,1,14.95,10/25/19 22:14,"572 6th St, San Francisco, CA 94016"
262695,USB-C Charging Cable,1,11.95,10/25/19 12:34,"742 Lakeview St, Los Angeles, CA 90001"
262718,Wired Headphones,2,11.99,10/25/19 10:54,"510 Chestnut St, San Francisco, CA 94016"
262728,20in Monitor,1,109.99,10/25/19 10:22,"118 6th St, San Francisco, CA 94016"
262748,iPhone,1,700.0,10/25/19 14:40,"907 13th St, Seattle, WA 98101"
262812,Wired Headphones,1,11.99,10/25/19 20:11,"734 West St, Los Angeles, CA 90001"
262825,Apple Airpods Headphones,1,150.0,10/25/19 11:06,"146 7th St, Los Angeles, CA 90001"
262896,USB-C Charging Cable,1,11.95,10/25/19 07:49,"498 Center St, San Francisco, CA 94016"
262917,34in Ultrawide Monitor,1,379.99,10/25/19 13:58,"749 Maple St, New York City, NY 10001"
262941,AA Batteries (4-pack),2,3.84,10/25/19 11:53,"228 Pine St, Los Angeles, CA 90001"
262971,Bose SoundSport Headphones,1,99.99,10/25/19 17:03,"634 West St, Portland, OR 97035"
262991,34in Ultrawide Monitor,1,379.99,10/25/19 13:58,"65 9th St, Portland, OR 97035"
263015,Apple Airpods Headphones,1,150.0,10/25/19 23:29,"953 Jefferson St, Atlanta, GA 30301"
263028,AAA Batteries (4-pack),1,2.99,10/25/19 20:51,"351 Adams St, Atlanta, GA 30301"
263074,Lightning Charging Cable,1,14.95,10/25/19 21:30,"450 Ridge St, Dallas, TX 75001"
263130,AAA Batteries (4-pack),1,2.99,10/25/19 15:46,"649 Lakeview St, San Francisco, CA 94016"
263134,Google Phone,1,600.0,10/25/19 14:29,"277 Washington St, Los Angeles, CA 90001"
263189,iPhone,1,700.0,10/25/19 13:01,"268 6th St, San Francisco, CA 94016"
263190,USB-C Charging Cable,1,11.95,10/25/19 11:28,"446 Hickory St, San Francisco, CA 94016"
263220,Bose SoundSport Headphones,1,99.99,10/25/19 15:21,"300 Cedar St, Atlanta, GA 30301"
263231,USB-C Charging Cable,1,11.95,10/25/19 20:25,"727 Dogwood St, Seattle, WA 98101"
263235,27in FHD Monitor,1,149.99,10/25/19 18:47,"96 West St, Atlanta, GA 30301"
263252,USB-C Charging Cable,1,11.95,10/25/19 19:48,"72 Adams St, San Francisco, CA 94016"
263284,AA Batteries (4-pack),2,3.84,10/25/19 07:38,"95 Cherry St, Atlanta, GA 30301"
263320,USB-C Charging Cable,1,11.95,10/25/19 22:45,"96 Jackson St, San Francisco, CA 94016"
263368,27in 4K Gaming Monitor,1,389.99,10/25/19 19:29,"530 Ridge St, Los Angeles, CA 90001"
263385,Bose SoundSport Headphones,1,99.99,10/25/19 19:25,"773 Walnut St, New York City, NY 10001"
263404,Lightning Charging Cable,1,14.95,10/25/19 15:21,"414 4th St, Boston, MA 02215"
263416,Bose SoundSport Headphones,1,99.99,10/25/19 17:27,"911 Lincoln St, New York City, NY 10001"
263435,Bose SoundSport Headphones,1,99.99,10/25/19 16:02,"478 Forest St, New York City, NY 10001"
263450,Lightning Charging Cable,3,14.95,10/25/19 08:11,"946 Wilson St, Los Angeles, CA 90001"
263461,Lightning Charging Cable,1,14.95,10/25/19 16:46,"439 Jefferson St, San Francisco, CA 94016"
263462,Apple Airpods Headphones,1,150.0,10/25/19 20:17,"704 Lincoln St, Boston, MA 02215"
263500,Bose SoundSport Headphones,1,99.99,10/25/19 10:53,"123 River St, San Francisco, CA 94016"
263553,USB-C Charging Cable,1,11.95,10/25/19 20:04,"386 4th St, Atlanta, GA 30301"
263679,Lightning Charging Cable,1,14.95,10/25/19 16:01,"751 Highland St, Dallas, TX 75001"
263842,AA Batteries (4-pack),1,3.84,10/25/19 14:48,"548 Lakeview St, Boston, MA 02215"
263852,Lightning Charging Cable,1,14.95,10/25/19 15:46,"841 6th St, New York City, NY 10001"
263904,AAA Batteries (4-pack),1,2.99,10/25/19 13:46,"450 Park St, New York City, NY 10001"
263904,Wired Headphones,1,11.99,10/25/19 13:46,"450 Park St, New York City, NY 10001"
263994,Lightning Charging Cable,3,14.95,10/25/19 11:07,"3 Walnut St, Atlanta, GA 30301"
263996,LG Washing Machine,1,600.0,10/25/19 13:46,"547 13th St, Boston, MA 02215"
264029,Wired Headphones,1,11.99,10/25/19 15:59,"510 Jackson St, New York City, NY 10001"
264047,27in 4K Gaming Monitor,1,389.99,10/25/19 20:53,"783 West St, Portland, OR 97035"
264087,Wired Headphones,1,11.99,10/25/19 16:54,"233 9th St, Boston, MA 02215"
264097,27in FHD Monitor,1,149.99,10/25/19 00:56,"148 Jackson St, Los Angeles, CA 90001"
264117,Wired Headphones,1,11.99,10/25/19 18:14,"368 Willow St, Los Angeles, CA 90001"
264143,AAA Batteries (4-pack),1,2.99,10/25/19 15:28,"782 4th St, Boston, MA 02215"
264149,Lightning Charging Cable,1,14.95,10/25/19 12:13,"896 Adams St, San Francisco, CA 94016"
264157,27in FHD Monitor,1,149.99,10/25/19 18:27,"505 River St, Los Angeles, CA 90001"
264163,Apple Airpods Headphones,1,150.0,10/25/19 08:59,"648 Madison St, Dallas, TX 75001"
264184,Macbook Pro Laptop,1,1700.0,10/25/19 22:12,"117 2nd St, San Francisco, CA 94016"
264207,LG Washing Machine,1,600.0,10/25/19 15:51,"875 Pine St, Seattle, WA 98101"
264231,iPhone,1,700.0,10/25/19 22:57,"835 Washington St, San Francisco, CA 94016"
264231,Apple Airpods Headphones,1,150.0,10/25/19 22:57,"835 Washington St, San Francisco, CA 94016"
264248,AA Batteries (4-pack),1,3.84,10/25/19 21:57,"255 River St, Los Angeles, CA 90001"
264283,20in Monitor,1,109.99,10/25/19 16:12,"186 Jefferson St, Los Angeles, CA 90001"
264284,34in Ultrawide Monitor,1,379.99,10/25/19 08:08,"938 1st St, Portland, ME 04101"
264374,Wired Headphones,1,11.99,10/25/19 14:28,"789 Spruce St, Portland, OR 97035"
264388,Apple Airpods Headphones,1,150.0,10/25/19 09:35,"277 Willow St, Austin, TX 73301"
264443,Wired Headphones,1,11.99,10/25/19 14:32,"843 9th St, San Francisco, CA 94016"
264459,Lightning Charging Cable,1,14.95,10/25/19 19:41,"456 9th St, Los Angeles, CA 90001"
264473,34in Ultrawide Monitor,1,379.99,10/25/19 13:05,"493 1st St, Boston, MA 02215"
264475,Wired Headphones,1,11.99,10/25/19 14:33,"505 Willow St, Los Angeles, CA 90001"
264487,Vareebadd Phone,1,400.0,10/25/19 16:13,"943 Pine St, New York City, NY 10001"
264510,Lightning Charging Cable,1,14.95,10/25/19 19:04,"965 Pine St, San Francisco, CA 94016"
264519,Bose SoundSport Headphones,1,99.99,10/25/19 08:54,"792 Church St, San Francisco, CA 94016"
264571,Lightning Charging Cable,2,14.95,10/25/19 11:22,"619 Lincoln St, San Francisco, CA 94016"
264596,Bose SoundSport Headphones,1,99.99,10/25/19 01:01,"638 Chestnut St, San Francisco, CA 94016"
264619,USB-C Charging Cable,1,11.95,10/25/19 12:07,"288 Chestnut St, Los Angeles, CA 90001"
264633,AAA Batteries (4-pack),2,2.99,10/25/19 01:06,"438 12th St, Seattle, WA 98101"
264685,Wired Headphones,1,11.99,10/25/19 22:30,"299 Pine St, Portland, ME 04101"
264727,Apple Airpods Headphones,1,150.0,10/25/19 15:31,"935 Meadow St, San Francisco, CA 94016"
264748,AA Batteries (4-pack),1,3.84,10/25/19 21:29,"298 Willow St, Seattle, WA 98101"
264752,AA Batteries (4-pack),1,3.84,10/25/19 13:03,"854 Spruce St, Atlanta, GA 30301"
264784,27in FHD Monitor,1,149.99,10/25/19 22:49,"304 South St, Seattle, WA 98101"
264798,USB-C Charging Cable,1,11.95,10/25/19 20:28,"987 Lakeview St, Los Angeles, CA 90001"
264866,Wired Headphones,1,11.99,10/25/19 13:53,"54 6th St, San Francisco, CA 94016"
264892,USB-C Charging Cable,1,11.95,10/25/19 10:53,"449 1st St, Los Angeles, CA 90001"
264950,AAA Batteries (4-pack),1,2.99,10/25/19 08:51,"645 Lake St, Los Angeles, CA 90001"
264970,20in Monitor,1,109.99,10/25/19 19:03,"350 11th St, San Francisco, CA 94016"
264992,USB-C Charging Cable,1,11.95,10/25/19 13:58,"659 14th St, Boston, MA 02215"
265018,Lightning Charging Cable,2,14.95,10/25/19 11:28,"275 2nd St, San Francisco, CA 94016"
265066,20in Monitor,1,109.99,10/25/19 05:50,"193 Lakeview St, Los Angeles, CA 90001"
265130,iPhone,1,700.0,10/25/19 08:04,"816 Park St, Los Angeles, CA 90001"
265144,Lightning Charging Cable,1,14.95,10/25/19 14:07,"636 6th St, San Francisco, CA 94016"
265171,Lightning Charging Cable,1,14.95,10/25/19 14:41,"952 Cherry St, Seattle, WA 98101"
265229,AA Batteries (4-pack),1,3.84,10/25/19 11:37,"911 Ridge St, Atlanta, GA 30301"
265335,Lightning Charging Cable,1,14.95,10/25/19 10:57,"981 Hill St, Seattle, WA 98101"
265361,Flatscreen TV,1,300.0,10/25/19 11:23,"654 5th St, Atlanta, GA 30301"
265379,Lightning Charging Cable,1,14.95,10/25/19 11:56,"389 Lake St, Los Angeles, CA 90001"
265399,USB-C Charging Cable,2,11.95,10/25/19 19:24,"893 North St, New York City, NY 10001"
265453,USB-C Charging Cable,1,11.95,10/25/19 11:39,"42 Church St, Seattle, WA 98101"
265462,USB-C Charging Cable,1,11.95,10/25/19 15:46,"577 Sunset St, Boston, MA 02215"
265507,LG Washing Machine,1,600.0,10/25/19 13:03,"273 Dogwood St, San Francisco, CA 94016"
265551,Vareebadd Phone,1,400.0,10/25/19 11:51,"601 9th St, Los Angeles, CA 90001"
265557,Wired Headphones,1,11.99,10/25/19 20:16,"441 4th St, Seattle, WA 98101"
