Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
150503,AA Batteries (4-pack),1,3.84,02/13/19 07:24,"18 13th St, San Francisco, CA 94016"
150536,Wired Headphones,1,11.99,02/13/19 22:43,"134 8th St, Los Angeles, CA 90001"
150656,27in FHD Monitor,1,149.99,02/13/19 11:59,"643 Jackson St, Atlanta, GA 30301"
150734,Google Phone,1,600.0,02/13/19 09:47,"119 Madison St, New York City, NY 10001"
150734,USB-C Charging Cable,1,11.95,02/13/19 09:47,"119 Madison St, New York City, NY 10001"
150735,AA Batteries (4-pack),1,3.84,02/13/19 11:49,"450 6th St, Boston, MA 02215"
150765,AA Batteries (4-pack),1,3.84,02/13/19 20:53,"750 Madison St, Seattle, WA 98101"
150851,AA Batteries (4-pack),1,3.84,02/13/19 19:55,"490 South St, Portland, OR 97035"
150858,USB-C Charging Cable,1,11.95,02/13/19 19:54,"376 Sunset St, Austin, TX 73301"
150870,Wired Headphones,1,11.99,02/13/19 15:03,"805 1st St, Dallas, TX 75001"
150886,Wired Headphones,1,11.99,02/13/19 18:38,"432 1st St, Boston, MA 02215"
150909,27in FHD Monitor,1,149.99,02/13/19 20:02,"195 9th St, San Francisco, CA 94016"
150910,AAA Batteries (4-pack),1,2.99,02/13/19 19:14,"275 11th St, Los Angeles, CA 90001"
150915,AAA Batteries (4-pack),1,2.99,02/13/19 20:18,"225 Washington St, Austin, TX 73301"
150952,USB-C Charging Cable,1,11.95,02/13/19 16:39,"465 Cedar St, San Francisco, CA 94016"
150955,Wired Headphones,1,11.99,02/13/19 11:34,"65 Wilson St, Los Angeles, CA 90001"
150980,20in Monitor,1,109.99,02/13/19 20:21,"704 West St, Seattle, WA 98101"
150983,Flatscreen TV,1,300.0,02/13/19 15:43,"502 4th St, Boston, MA 02215"
151009,USB-C Charging Cable,1,11.95,02/13/19 01:55,"961 14th St, San Francisco, CA 94016"
151099,AAA Batteries (4-pack),3,2.99,02/13/19 19:05,"819 10th St, New York City, NY 10001"
151115,Apple Airpods Headphones,1,150.0,02/13/19 17:55,"91 North St, Boston, MA 02215"
151138,27in FHD Monitor,2,149.99,02/13/19 17:14,"579 Maple St, Dallas, TX 75001"
151208,Apple Airpods Headphones,1,150.0,02/13/19 06:06,"347 Washington St, Atlanta, GA 30301"
151217,34in Ultrawide Monitor,1,379.99,02/13/19 18:43,"960 Walnut St, Los Angeles, CA 90001"
